company_name,category,address,phone
chilliwack outdoor power equipment,farm equipment | sporting goods store,"canada, ca, british columbia, chilliwack, v2p 1l6",+16 047-924-4100
chime digital,digital & marketing agencies | web development agencies,"australia, ca, new south wales, sydney, ",+14 167-047-8890
chimney master,marble | granite & stone products | chimney services | home builders & renovation contractors,"canada, ca, ontario, toronto, etobicoke, m9p 2p1",+14 162-333-3420
chin properties,,"canada, ca, ontario, hamilton, l8l 6l2","+19 055-178-100, +19 055-268-2880"
china airlines,airline companies | travel agencies,"canada, italy, netherlands, ca, , british columbia, ontario, north holland, sicily, catania, toronto, richmond, amsterdam, m5c 2c5, , v6x 2w9","+14 169-646-789, , +12 128-673-190, +16 042-421-168"
china citic bank international,banks & atms,", united states, hk, us, , new york, , new york, , 91803","+85 236-033-190, +16 262-829-820"
china herbal and acupuncture centre,alternative therapy | clinics - surgeons & physicians | acupuncture clinic,"canada, china, ca, alberta, shanghai, shanghai, edmonton, t5m 1y9, t5m 4a8",+17 804-822-6070
chinese boxing connection,sports & leisure - clubs | fields & pitches | business coaching | martial arts gyms,"canada, ca, alberta, stony plain, t7z 1v7, t7z 1x2",+17 809-634-4780
chinese tea culture canada,coffee & tea shops,", ca, , , ",+14 169-018-1880
chinook foot and ankle clinic,podiatrists,"canada, ca, alberta, lethbridge, t1k 8a3",+14 033-313-3380
chinook glass and screen,home builders & renovation contractors | hardware stores,"canada, ca, alberta, calgary, t2m 0h9",+14 032-772-4560
chintan project,business coaching | sports medicine & physical therapy,"canada, ca, alberta, edmonton, t6n 1h9","+17 804-312-563, +17 804-369-3750"
chipola college,colleges & universities | elementary schools,"united states, us, florida, marianna, 32446",+18 505-262-7610
chiron compounding pharmacy,drug stores & pharmacies | pharmaceutical products,"canada, ca, ontario, guelph, n1h 6t9",+15 198-247-8870
chiropratique stoneham,chiropractors,"canada, ca, quebec, stoneham-et-tewkesbury, stoneham, g3c 1p2",+14 189-128-5420
chisholm institute,colleges & universities | banks & atms,"australia, au, victoria, dandenong, wonthaggi, 3175",+61 130-024-4746
chisnell plumbing,heating & air conditioning | home builders & renovation contractors | plumbing services,"canada, ca, ontario, whitefish, greater sudbury, ",+17 059-184-7170
chiu lau kung fu college,martial arts gyms | sports & leisure - clubs | fields & pitches,"canada, ca, alberta, edmonton, t5p 3y7",+17 804-873-3330
chm management group,employment agencies & hr consulting | other engineering services | occupational health | environmental engineering services | ambulances & rescue squads | clinics - surgeons & physicians,"canada, ca, new brunswick, miramichi, strathadam, , e1v 3j1","+15 066-227-154, +15 066-220-2830"
chocolate concepts,bakeries & desserts,"canada, ca, ontario, woodbridge, l4l 4c2",+19 052-652-343
chocolate river yarns and fibres,fabric-based home goods | hobby shops,", ca, , , ",+19 025-142-3150
chocolates and candlelight,bakeries & desserts | florists | gift shops,"canada, ca, alberta, fort mcmurray, t9k 2s8",+17 807-433-8780
choice insurance brokers,insurance -  agents | carriers & brokers,"canada, ca, ontario, aurora, l4g 3v5",+19 058-413-0000
choice of interpreters,churches & religious organizations | business consulting,"canada, ca, alberta, calgary, t2y 2z3",+14 036-152-245
choice optical,optometrists | glass & mirror stores | ophthalmologists,"canada, ca, alberta, saskatchewan, melville, calgary, s0a 2p0, t3j 3j8","+14 035-683-9370, +13 067-283-937"
choisnuts tire and auto parts,auto parts store,"canada, ca, nova scotia, springhill, b0m 1x0",+19 025-972-5740
cholakis dental group,dentists & dental clinics,"canada, ca, manitoba, winnipeg, r3p 0n5",+12 044-884-564
chorus,security guards & patrol services | tech companies | cable & internet providers | aircraft parts & services | telecommunications | clothing stores,"new zealand, nz, western australia, waikato, auckland, waikato, meadow springs, auckland, hamilton, 8011","+64 800-600-100, +64 800-822-003"
chorus speech and hearing centre,occupational therapy | clinics - surgeons & physicians | pathologists,"canada, ca, ontario, oakville, l6m 4j2",+12 898-569-9330
choueke legal,general practice attorneys,"canada, ca, quebec, quebec, westmount, h3z 2p9",+15 145-451-514
choun kitchen,restaurants,"canada, ca, ontario, cambridge, n3c 2a7",+15 192-609-0000
chouquette et amandine,bakeries & desserts | malls & shopping center,"canada, ca, quebec, bedford, j0j 1a0",+15 795-378-222
chris automotive,auto services | auto parts & repair shops,"canada, ca, british columbia, lumby, ",+12 505-471-4560
chris bernard photography,photographers & photographic studios | video and audio production,"canada, ca, alberta, edmonton, t5z 3p5",+17 809-516-967
chris country cuts,fish & seafood stores | meat,"canada, ca, ontario, london, n6a 1c5",+15 196-731-5390
chris garage,auto parts & repair shops | auto services,"canada, ca, ontario, hamilton, stoney creek, l8e 2l5",+19 056-644-0250
chris irrigation,landscaping & lawn services,"canada, ca, saskatchewan, saskatoon, ",+13 062-227-9690
chris loves plumbing and heating,heating & air conditioning | home builders & renovation contractors | plumbing services,"canada, ca, alberta, canmore, t1w 3h9",+14 036-091-2060
chris noon creative,work clothing & protection equipment | graphic design,"canada, ca, ontario, oakville, l6l 4m6",+12 899-935-6480
christ church downend,churches & religious organizations,"united kingdom, gb, england, downend, bristol, bs16 5uf",+44 117-908-9867
christ church grammar school,primary schools | other schools | middle schools | elementary schools,"australia, au, western australia, victoria, south yarra, claremont, 6010, victoria, 3141","+61 398-663-540, +61 894-421-555"
christ episcopal school,social services & ngos | other schools | preschools & kindergartens,"united states, us, louisiana, covington, 70433","+19 858-929-156, +19 858-719-9020"
christ presbyterian church,churches & religious organizations,"united states, us, tennessee, nashville, 37215",+16 153-732-3110
christian reid estate agents,property management | real estate - agents & managers,"united kingdom, gb, england, cranleigh, gu6 8bb",+44 148-327-35250
christianne brunelle couture,bridal shops & wedding supplies | clothing stores | salvage merchandise & thrift store,"canada, ca, alberta, calgary, ",+15 142-852-0020
christiansen lumber,building material manufacturers,"canada, ca, saskatchewan, big river, ","+13 064-697-8170, +13 064-692-490"
christina dominelli salon,beauty salons,"canada, ca, alberta, edmonton, t5n 1r8",+17 807-600-8020
christina school district,schools,"united states, us, delaware, wilmington, 19801",+13 025-522-6000
christine catering,catering & delivery | bakeries & desserts,"canada, ca, british columbia, port moody, v3h 4c6",+16 044-616-3330
christines drapery,blinds | curtains & draperies,"canada, ca, saskatchewan, saskatoon, ",+13 069-563-3430
christmas tyme,gift shops,"canada, ca, ontario, huntsville, p1h 2c7",+17 057-894-3450
christopher academy,preschools & kindergartens | social services & ngos,"united states, us, virginia, portsmouth, 23703",+17 574-846-7760
christopher griffin art studio,art galleries,"canada, ca, ontario, ottawa, k2p 2b4",+16 138-667-0220
christopher stewart wine and spirits,beer & liquor stores | wine shops & wineries,"canada, ca, british columbia, richmond, m5h5, v7a 5h5","+85 234-695-009, +16 042-748-4810"
christs college cambridge,colleges & universities,"united kingdom, gb, england, cambridge, cb2 3bu",+44 122-333-4900
christs hospital,charter schools | community center | social services & ngos,"united kingdom, gb, england, horsham, oxford, rh13 0lj",+44 140-321-1293
christys gourmet gifts,bakeries & desserts,"canada, ca, ontario, burlington, l7m 1a8",+19 053-369-0800
chroma hardware,other engineering services | hardware stores,"canada, ca, saskatchewan, saskatoon, s7k 2y3",+13 062-612-0360
chromapixel,commercial printing | business consulting,"peru, pe, ancash, brena, ","+51 977-406-756, +51 142-426-52"
chrome print solutions,business consulting | commercial printing,", ca, , , ",+16 046-906-8780
chrono innovation,business consulting | tech companies | aircraft parts & services,"canada, ca, quebec, montreal, ","+18 449-552-666, +15 143-152-229, +15 144-004-4410"
chrysalis camps,sports & leisure - clubs | sporting & recreational camps | martial arts gyms | sports medicine & physical therapy | fields & pitches,"canada, ca, quebec, montreal, ","+51 444-663-93, +15 144-466-3930"
chrysalis creative home staging,decorators & interior designers | real estate - agents & managers | furniture stores,"canada, ca, alberta, calgary, t2h 0m8",+14 038-285-1410
chrysalis yoga,alternative therapy | yoga studios,"canada, ca, ontario, burlington, l7m 0v6",+19 053-199-1110
chsp financial services,investment consultants & financial advisors | insurance -  agents | carriers & brokers,"canada, ca, ontario, richmond hill, l4b 1b4",+16 474-290-1010
chubbys jamaican kitchen,restaurants,"canada, ca, ontario, toronto, m5v 2n2","+14 162-032-828, +14 167-928-1050"
chugach school district,middle schools | community center,"united states, us, alaska, anchorage, 99507",+19 075-227-400
chukuni outdoor supply,sporting goods store,"canada, ca, ontario, red lake, p0v 2m0",+18 077-280-9390
chung hua university,colleges & universities,"taiwan, tw, hsinchu, hsinchu, 300",+88 635-374-281
church around the cliffe,churches & religious organizations,"united kingdom, gb, england, shrewsbury, ",+44 193-926-1234
church of the harvest,churches & religious organizations | social services & ngos,"united states, us, missouri, mississippi, olive branch, branson, 65616, 38654","+16 628-901-5730, +14 173-342-434"
churchill dog groomers,business consulting | pet boarding & sitting | animal training,"canada, ca, saskatchewan, saskatoon, s7h 1w5",+13 063-431-2880
churchill electrical services,electrical & wiring contractors,"canada, ca, ontario, elmvale, midhurst, ",+17 057-277-4720
churchill physiotherapy clinic,alternative therapy | massage therapists | sports medicine & physical therapy,"canada, ca, ontario, mississauga, l5l 5s3",+19 056-070-4960
churchkey brewing,breweries,"canada, ca, ontario, campbellford, ",+17 056-539-950
churchlands senior high school,high schools | other schools,"australia, au, western australia, churchlands, 6018",+61 894-411-700
churrasco of portugal,restaurants | barbecue restaurants,"canada, ca, ontario, ajax, l1t 0k3",+19 052-394-8880
ci manufacturing,industrial machinery & supplies | machinery parts manufacturer | oil & gas - extraction & distribution,"canada, ca, alberta, calgary, t2c 3x4",+14 032-502-2710
ci promotions,digital & marketing agencies,"canada, ca, ontario, concord, l4k 5a9",+19 056-694-4780
cibi,restaurants | coffee & tea shops,"australia, au, victoria, collingwood, fitzroy, victoria",+61 481-398-6860
cic higher education,colleges & universities | community center,"australia, au, victoria, melbourne, victoria, 3000",+61 130-024-2433
cicada creative,work clothing & protection equipment | digital & marketing agencies,"canada, ca, ontario, ottawa, k1s 4n6","+16 136-976-918, +16 132-916-5510"
ciccozzi architecture,architects & architectural services,"canada, ca, british columbia, vancouver, coquitlam, v6e 2m6",+16 046-874-741
cidre joli rouge,bakeries & desserts | farms & agriculture production,"canada, ca, quebec, chicoutimi, g7g 2s4",+14 185-904-9960
ciena,industrial machinery & supplies | plumbing | heating & air conditioning,"indonesia, united kingdom, united states, us, gb, us, jakarta, maryland, england, hanover, jakarta, london, 21076, ec2a 2dx","+14 106-912-4710, +18 002-073-714, +44 207-012-5500"
cilg vng international,industrial machinery & supplies | social services & ngos,"tunisia, tn, gouvernorat de tunis, tunis, ",+21 671-860-245
cim metals,welding services | metal products store,"canada, ca, ontario, burlington, l7p 1a1","+18 888-394-689, +19 056-394-0440"
cimentier brassard,,"canada, ca, quebec, shawinigan, g9r 1x3",+18 196-996-8250
cimmaroon photography,photographers & photographic studios,"philippines, ph, calabarzon, central luzon, angeles, angeles city, 2009",+63 917-320-6710
cinetx,cameras & photographic equipment stores,"canada, ca, ontario, markham, l3r 3k1","+12 893-807-598, +19 056-045-668"
cinnamon hotels and resorts,hotels,"sri lanka, lk, western province, colombo, ",+94 112-161-161
cinnawin,bakeries & desserts,"canada, ca, saskatchewan, saskatoon, ",+13 063-803-1760
cinop,barber shops | business consulting | real estate - agents & managers,"belgium, nl, flanders, meer, ",+31 736-800-800
